,Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,Luxury,Price_per_sqft,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Grvl,Street_Pave,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_AllPub,Utilities_NoSeWa,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_ALQ,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_N,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,PavedDrive_N,PavedDrive_P,PavedDrive_Y,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,SalePrice
0,-1.7291389168623277,0.0734762275852397,-0.2300728482666814,-0.202770414333534,0.6656455886693591,-0.5174614294027031,1.0537687405590093,0.8806291348257598,0.5338948494854893,1.066349424216329,-0.2384577863346653,0.589512618048968,0.118048314577204,0.6254461267561485,-0.2890821479907773,-0.9433204750017444,-0.4724562299681237,0.8933778972881716,-0.815613305083696,1.1833330361133871,-0.1204091690026879,0.4097454848216605,1.1140546196186107,-0.239817294633727,0.800348809475179,1.2318229917354222,0.1659091646730376,-0.2117568463734662,0.7463152305618433,0.927119829002486,-0.9516734625717256,-1.005862153708101,0.2964567860669377,0.3229052377486743,0.3158043343071585,0.3606720602924461,0.2629273058141183,0.2660084449940249,-0.7497745007299524,0.226218446538877,-0.3598819725348831,-0.1165011492391724,-0.2706064059624183,-0.0581152890419945,-0.0878091066414849,-1.6038367562581832,0.1374724917634553,0,0.0418803952538735,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208500
1,-1.72676687692271,-0.8711717844598732,0.4732361315281703,-0.0861065143118623,-0.0647085764418596,2.1765451541861016,0.1594689104813828,-0.4271904620262699,-0.5737565762687362,-0.6880062386751686,-0.2384577863346653,0.589512618048968,0.118048314577204,1.2578464986735474,-0.2890821479907773,-0.6401841238678335,0.5129468105700007,0.8933778972881716,0.2841197935718116,-0.7963568313537193,-0.1204091690026879,-0.4923077624820263,-0.8192749705657721,3.96709813894105,0.800348809475179,-0.7587810881389115,0.1659091646730376,-0.2117568463734662,-0.7692147215972143,-0.31415508688498,0.6104872606576234,0.6527282152601833,0.2369999685402254,0.3229052377486743,0.3158043343071585,-0.0545914972823225,0.2629273058141183,0.2660084449940249,1.631380500461053,-0.7075029749592595,-0.3598819725348831,-0.1165011492391724,-0.2706064059624183,-0.0581152890419945,-0.0878091066414849,-0.4916667369954837,-0.6150085157835908,0,0.7434096404654423,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,181500
2,-1.7243948369830926,0.0734762275852397,-0.0894110523077111,0.0812808205018403,0.6656455886693591,-0.5174614294027031,0.9875243087014072,0.8321913719793883,0.3417512348138379,1.066349424216329,-0.2384577863346653,0.589512618048968,0.118048314577204,0.1139458259406053,-0.2890821479907773,-0.3008523875239036,-0.3171217605236903,0.8933778972881716,-0.6422563634237145,1.2111506923307234,-0.1204091690026879,0.5627723749892504,1.1140546196186107,-0.239817294633727,0.800348809475179,1.2318229917354222,0.1659091646730376,-0.2117568463734662,0.7463152305618433,-0.31415508688498,0.6104872606576234,0.6527282152601833,0.2920525773612553,0.3229052377486743,0.3158043343071585,0.6438063040934248,0.2629273058141183,0.2660084449940249,-0.7497745007299524,-0.0646128158949687,-0.3598819725348831,-0.1165011492391724,-0.2706064059624183,-0.0581152890419945,-0.0878091066414849,0.9912266220214492,0.1374724917634553,0,0.1447614674360726,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223500
3,-1.722022797043475,0.309638230596518,-0.4645091748649654,-0.0911788577910654,0.6656455886693591,-0.5174614294027031,-1.8609862611754768,-0.7178170391044988,-0.5737565762687362,-0.6880062386751686,-0.2384577863346653,-0.5549278777900954,1.9272940622025625,-0.5138045432421068,-0.2890821479907773,-0.0610579605075264,-0.715166338475051,-0.1488963162146957,-0.5311995726727888,0.9561555103384732,-0.1204091690026879,0.4238400668107807,1.1140546196186107,-0.239817294633727,-1.026152548825543,-0.7587810881389115,0.1659091646730376,-0.2117568463734662,0.7463152305618433,0.3064823710587529,0.6104872606576234,1.205591671582945,0.2854462643027317,-0.7991711970056684,1.6563615085089738,0.8042490422473126,0.2629273058141183,0.2660084449940249,-0.7497745007299524,-0.1717611757390172,4.086652746428548,-0.1165011492391724,-0.2706064059624183,-0.0581152890419945,-0.0878091066414849,-1.6038367562581832,-1.367489523330637,0,-1.2526369885931348,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000
4,-1.7196507571038573,0.0734762275852397,0.6607851928067975,0.3866358979498679,1.395999753780578,-0.5174614294027031,0.9544020927726063,0.7353158462866454,1.4041923982923807,1.066349424216329,-0.2384577863346653,0.589512618048968,0.118048314577204,0.5068710570216363,-0.2890821479907773,-0.1741685392888364,0.2289759836168959,0.8933778972881716,-0.032798365400342,1.6446425017175488,-0.1204091690026879,1.3923392006346051,1.1140546196186107,-0.239817294633727,0.800348809475179,1.2318229917354222,1.3921210619519333,-0.2117568463734662,0.7463152305618433,1.5477572869462188,0.6104872606576234,0.6527282152601833,0.2898504730084141,0.3229052377486743,1.6563615085089738,1.7197164305371435,0.2629273058141183,0.2660084449940249,0.7843924799031788,0.5782773431693219,-0.3598819725348831,-0.1165011492391724,-0.2706064059624183,-0.0581152890419945,-0.0878091066414849,2.1033966412841485,0.1374724917634553,0,-0.220600009967005,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,250000
5,-1.71727871716424,-0.1626857754260385,0.7076724581264543,0.3719261018601789,-0.7950627415530783,-0.5174614294027031,0.7225465812709995,0.493127032054788,-0.5737565762687362,-0.6880062386751686,-0.2384577863346653,0.589512618048968,0.118048314577204,0.6858961623070764,-0.2890821479907773,-1.1378706705055974,-0.6180822950722801,0.8933778972881716,-0.9781354378899286,0.5157092868973138,-0.1204091690026879,-0.2909565912088819,1.1140546196186107,-0.239817294633727,-1.026152548825543,1.2318229917354222,-2.2865146298847536,-0.2117568463734662,-0.7692147215972143,-0.9347925448287132,-0.9516734625717256,-1.005862153708101,0.2744357425385257,-0.7991711970056684,0.3158043343071585,0.0397865839846703,0.2629273058141183,0.2660084449940249,-0.4301563797647167,-0.2482957184847661,-0.3598819725348831,10.787519632905314,-0.2706064059624183,-0.0581152890419945,1.321694806940924,1.3619499617756825,0.8899534993105015,0,-0.5009329371558443,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,143000
6,-1.7149066772246222,-0.8711717844598732,0.2387998049298864,-0.0370062294331762,1.395999753780578,-0.5174614294027031,1.0868909564878102,0.9775046605185028,0.4773820216408859,1.066349424216329,-0.2384577863346653,1.7339531138880315,0.118048314577204,2.1669220333048083,-0.2890821479907773,-0.565531141872169,1.542037670639372,0.8933778972881716,1.4542791497766867,-0.7963568313537193,-0.1204091690026879,0.3775292974179575,1.1140546196186107,-0.239817294633727,0.800348809475179,-0.7587810881389115,0.1659091646730376,-0.2117568463734662,0.7463152305618433,0.3064823710587529,0.6104872606576234,1.205591671582945,0.2986588904197789,0.3229052377486743,0.3158043343071585,0.7759356178672148,0.2629273058141183,0.2660084449940249,1.287791020423425,0.1649908123422779,-0.3598819725348831,-0.1165011492391724,-0.2706064059624183,-0.0581152890419945,-0.0878091066414849,0.6205032822672158,-0.6150085157835908,1,1.942302492718236,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,307000
7,-1.7125346372850043,0.0734762275852397,0.4732361315281703,-0.0067750622971256,0.6656455886693591,0.3805407651268985,0.0601022626949799,-0.5725037505653843,0.7825512920017439,-0.6880062386751686,-0.2384577863346653,0.589512618048968,0.118048314577204,0.9811713359596854,-0.090899112777183,-0.7940145110104152,0.1367461423842635,0.8933778972881716,-0.1357290495109561,1.4823728404497531,-0.1204091690026879,1.1748799356596094,1.1140546196186107,-0.239817294633727,0.800348809475179,1.2318229917354222,0.1659091646730376,-0.2117568463734662,-0.7692147215972143,0.3064823710587529,2.1726479838869723,0.6527282152601833,0.2303936554817018,0.3229052377486743,0.3158043343071585,0.0586622002380689,0.2629273058141183,0.2660084449940249,1.1279819599408072,2.415106369067296,3.3673603654197577,-0.1165011492391724,-0.2706064059624183,-0.0581152890419945,0.6169428501497195,1.7326733015299154,0.8899534993105015,0,-0.7989494245946102,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200000
8,-1.7101625973453871,-0.1626857754260385,-0.8864945627418764,-0.4391416204643991,0.6656455886693591,-0.5174614294027031,-1.3310308063146612,-1.686572296031928,-0.5737565762687362,-0.6880062386751686,-0.2384577863346653,-0.5549278777900954,0.118048314577204,-1.0160048385882765,-0.2890821479907773,0.8709732086504679,-0.2394545258014736,-0.1488963162146957,-0.365968737653119,0.9468829582660278,-0.1204091690026879,0.538610234436473,-0.8192749705657721,-0.239817294633727,0.800348809475179,-0.7587810881389115,-1.060302732605858,4.322330923034865,-0.7692147215972143,0.927119829002486,2.1726479838869723,0.6527282152601833,0.1379052726623716,-0.7991711970056684,0.3158043343071585,-0.0168402647755253,-1.1191021427972765,0.2660084449940249,-0.0306337285581721,-0.7075029749592595,2.9913666208015264,-0.1165011492391724,-0.2706064059624183,-0.0581152890419945,-0.0878091066414849,-0.8623900767497169,0.1374724917634553,0,-1.519064269501531,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,129900
9,-1.7077905574057697,3.143582266731857,-0.9333818280615332,-0.3072606900051182,-0.7950627415530783,0.3805407651268985,-1.0660530788842533,-1.686572296031928,-0.5737565762687362,-0.6880062386751686,-0.2384577863346653,-0.5549278777900954,0.118048314577204,0.9625713250209385,-0.2890821479907773,-0.9659425907580064,-0.144797583483772,0.8933778972881716,-0.2169901159140724,-0.7963568313537193,-0.1204091690026879,-0.8648074293373434,1.1140546196186107,-0.239817294633727,-1.026152548825543,-0.7587810881389115,-1.060302732605858,4.322330923034865,-0.7692147215972143,-0.9347925448287132,2.1726479838869723,0.6527282152601833,0.1555221074851011,0.3229052377486743,-1.0247528398946568,-1.2579120334364815,1.6449567544255128,0.2660084449940249,-0.7497745007299524,-0.6462753407626604,-0.3598819725348831,-0.1165011492391724,-0.2706064059624183,-0.0581152890419945,-0.0878091066414849,-1.9745600960124163,0.1374724917634553,0,-0.3544403276320977,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118000
